,id,purpose_normalized,ClassPurpose
19240,143663,comprar um carro,debt
19241,143659,liquidar dividas de cartao de credito,debt
19244,143652,comprar,investment
19246,143650,aumentar cômodos na residência,investment
19253,143640,nada a declarar,debt
19256,143636,pagar dividas,debt
19257,143635,nada a declarar,debt
19258,143633,pagar dividas,debt
19259,143632,nada a declarar,debt
19261,143629,iniciar um negócio,debt
19267,143621,para abrir uma empresa,investment
19269,143617,caro,investment
19270,143616,nada a declarar,debt
19271,143615,organizar situação financeira,investment
19273,143613,estudos,investment
19277,143608,pagar ipva faturas da lja de ração e outras contas pessoal,debt
19280,143605,pagamentos em geral,debt
19284,143601,para compra terreno,investment
19290,143595,para investir na minha empresa,investment
19291,143594,investi,investment
19292,143593,regularizar o nome,investment
19297,143587,pagamento de dividas,debt
19300,143581,pagamento do cheque especial,debt
19302,143579,para capital de giro,investment
19310,143565,monta uma loja compra os produtos,investment
19313,143562,regularizar dividas,investment
19315,143558,obras,debt
19322,143548,compra do novo,investment
19323,143547,comprar material,investment
19324,143546,quitar o veiculo e investir o restantes,investment
19336,143530,pagar divida,debt
19337,143529,nada a declarar,debt
19343,143520,pagamentos diversos,investment
19347,143516,quitar dividas,debt
19348,143515,cheque especial,debt
19349,143514,obra residencial,debt
19350,143513,quitar dívidas e ficar tranquilo,debt
19351,143510,pagar dividas em atrazo,debt
19355,143504,construção de uma casa com um ponto comercial,investment
19358,143500,construçao,investment
19360,143497,finalizar uma reforma,investment
19364,143491,pagamento de dividas,debt
19373,143479,pagar o veiculo e algumas dividas da minha casa,debt
19374,143477,tratamento médico,debt
19375,143476,para terminar a casa,debt
19380,143471,nada a declarar,debt
19383,143466,quitação do veículo,debt
19384,143465,reforma,debt
19389,143458,pagar dívidas,debt
19393,143453,compra de imovel,investment
19395,143448,nada a declarar,debt
19396,143447,refinanciar dívidas,debt
19400,143443,pagar outra dívida,debt
19402,143441,reforma da casa,investment
19403,143440,nada a declarar,debt
19407,143434,para sanar compromissos com o colégio da minha filha menor no qual o pai não pagou pois sou separada dele,debt
19410,143427,regularizar doc do veiculo no vr de r 238700 que ainda nao transferi para o meu nome recibo em meu nome porem nao transferido e cobrir cheque especial pois esta com risco de ir para o serasa e preciso do nome sem restrição para novo emprego,investment
19411,143426,investir na minha empresa,investment
19416,143418,para pagar contas pendentes para não atrazar as parcelas do carro,debt
19418,143416,gasto,debt
19420,143414,nada a declarar,debt
19422,143412,cirurgia,debt
19426,143407,investir no meu projeto musical gravar cd,investment
19428,143405,capital de giro,investment
19429,143404,pra compra um carro,debt
19430,143403,para quitar dividas de cartões,debt
19435,143397,pagar contas,debt
19436,143396,para pagar algumas dividas,debt
19439,143393,gastos variados,debt
19440,143392,para comprar o carro,investment
19445,143380,abrir meu próprio negocio,investment
19446,143379,contas que irão atrasar,debt
19450,143375,dividas,debt
19453,143369,quitar dividas,debt
19456,143364,quitar cartao de credito e outras contas em atrazo,debt
19457,143363,quitar dividas,debt
19462,143358,gastos normais,debt
19466,143350,construção,investment
19471,143343,quitação de uma dívida,debt
19472,143342,pagar dívidas,debt
19476,143333,pagar divida de cartão,debt
19477,143332,para não ficar sem o carro e investir na minha pequena empresa,investment
19478,143331,pagar outras dívidas,debt
19482,143326,investimento em empresa,investment
19485,143323,dividas pessoal,debt
19486,143322,pagar contas,debt
19488,143320,investimento,investment
19489,143319,construcao casa,investment
19496,143309,quitação de despezas,debt
19502,143301,para quitar casa,investment
19503,143300,pra me ajudar a quitar o valor que falta do meu carro,debt
19504,143299,investistimentos,investment
19509,143293,quitar dívidas,debt
19511,143290,quitar contas,debt
19514,143287,pagar dividas,debt
19516,143285,reformar um imóvel,investment
19522,143279,quitar veículoreforma imobiliária,investment
19523,143278,nada a declarar,debt
19524,143277,para pagar dívidas pessoais,debt
19526,143273,compra outro carro,debt
19530,143269,quitar outras dívidas,debt
19531,143267,organizar vencimentos de dividas em uma unica parcela,investment
19535,143258,compra de imovel,investment
19539,143251,construção,investment
19541,143249,nada a declarar,debt
19546,143243,quitar cheque especial,investment
19553,143235,pagar cartão de crédito,debt
19561,143216,reorganização financeira,investment
19564,143212,reforma,debt
19568,143206,limpar nome,debt
19569,143205,investimentos,investment
19570,143203,dívidas,debt
19574,143195,pagar dívidas e fazer um envestimento,investment
19576,143193,faze um investimento,investment
19578,143190,limpar o nome,debt
19580,143188,quitar dívidas e reformar meu comércio,debt
19582,143185,diversos,investment
19587,143178,quitar emprestimo bancario com juros maior,investment
19591,143172,quitar o veiculo e pagar outras dividas,debt
19592,143170,perdi meu salario preciso para pagar dividas,debt
19595,143164,reforma de casa,debt
19597,143161,nada a declarar,debt
19598,143158,diversos,investment
19599,143157,quitar algumas dividas antigas,debt
19600,143156,quita algumas dividas,debt
19601,143154,pagar dividas,debt
19603,143152,quitar cartao de credito,debt
19606,143148,reforma da casa,investment
19609,143144,nada a declarar,debt
19610,143143,quitar dividas,debt
19611,143142,compra de um terreno na mha cidade,investment
19612,143141,transferência de dívida,debt
19613,143138,pagar outras dívidas,debt
19614,143137,pagar dívidas,debt
19616,143133,para liquidar dívidas,debt
19618,143130,pegar esse veiculo,investment
19619,143128,pagar o veículo à vista e obter melhor preço,debt
19622,143123,pagar a festa de aniversario de 1 ano da minha filha e acertar dividas do carro ipva em multas,debt
19623,143121,curso de pós graduação,debt
19627,143114,para quitar pendências pessoais,debt
19629,143111,compra imovel,investment
19632,143108,casamento,debt
19634,143106,finanças,investment
19636,143103,para negócios,debt
19637,143102,quitar cartão de credito,debt
19639,143100,comprar terreno,investment
19640,143099,pessoal,debt
19642,143097,investimento,investment
19650,143084,investir no n meu comercio,investment
19653,143079,quitar debitos de outros bancos reforma do imovel,debt
19654,143077,para quitação de um emprestimo com o juro mais alto do que o de vcse o valor das parcelas de vcs ta bém melhor e ainda vai sobrar um troco pra mim,investment
19657,143074,quitar dívidas,debt
19659,143053,pagar dividas,debt
19662,143050,acertar outras pendencias financeiras,investment
19664,143048,nada a declarar,debt
19667,143043,contas particulares,debt
19676,143028,reforma da casa,investment
19680,143024,nada a declarar,debt
19683,143021,saude familia,debt
19684,143018,realizar reforma,investment
19685,143016,comprar imovel,investment
19689,143012,nada a declarar,debt
19693,143003,pagar divida,debt
19697,142999,custeio de despesas gerais neste mês,debt
19699,142993,comprar o carro,debt
19700,142991,reforma casa,investment
19701,142990,paga cartões de credito,debt
19703,142988,para negocios,debt
19704,142985,nada a declarar,debt
19709,142980,nada a declarar,debt
19710,142977,quitar dividas,debt
19712,142975,pagar dividas,debt
19713,142974,nada a declarar,debt
19716,142969,pagar outras dividas,debt
19719,142966,montar um negócio,debt
19720,142965,paga cheque especial,debt
19729,142952,pagar uma dívida,debt
19730,142951,para comprar uma casa,investment
19732,142947,para refinanciar dividas,investment
19736,142940,nada a declarar,debt
19737,142939,nada a declarar,debt
19740,142933,nada a declarar,debt
19744,142926,nada a declarar,debt
19751,142916,comprar outro carro,debt
19752,142915,pagar dividas,debt
19754,142913,dívidas pessoais quitação de cartão de crédito,debt
19755,142910,investimento,investment
19757,142908,pagar dividas atrassadas,debt
19758,142904,comprar casa que não possui habitese,investment
19759,142903,pagamento de empréstimo bancario,investment
19762,142899,nada a declarar,debt
19763,142897,ajuste orçamento familiar,debt
19768,142891,quitar cartão de credito e cheque especial,debt
19769,142890,contas,debt
19772,142887,ampliar negocio,investment
19776,142881,uso pessoal,debt
19778,142879,nada a declarar,debt
19780,142877,reforma de imóvel,investment
19781,142876,nada a declarar,debt
19782,142875,pagar dívidas,debt
19784,142872,nada a declarar,debt
19785,142871,nada a declarar,debt
19796,142856,pagar dívidas bancárias com juros maior,debt
19802,142848,pagar dividas,debt
19805,142843,investimento em empresa própria,investment
19806,142840,quitar contas,debt
19807,142839,nada a declarar,debt
19812,142834,reforma de casa,debt
19813,142833,liquidar,investment
19814,142832,vários,debt
19816,142829,comprar bem,investment
19818,142826,pagar cartão de crédito,debt
19819,142825,investir no meu comercio,investment
19822,142822,outors,investment
19825,142816,investir na minha empresa,investment
19826,142815,pagar outrasuas dividas,debt
19827,142813,pagamento de contas,investment
19830,142809,para compralo,investment
19831,142807,investimento,investment
19833,142805,dívidas com banco,debt
19835,142803,nada a declarar,debt
19836,142802,preciso para dar entrada em um imovel,investment
19839,142797,quitar dividas,debt
19842,142793,nada a declarar,debt
19845,142790,investir no comercio,investment
19847,142788,gastos variados,debt
19849,142785,para limpar meu nome,debt
19850,142784,pagamentos de cartão,debt
19851,142783,investimento,investment
19856,142772,entrada para compra de imovel,investment
19857,142771,pagar restante do veiculo,debt
19859,142769,saldar dívidas,debt
19861,142767,quitar meu carro e terminar reforma do meu caminhao,debt
19862,142764,para fazer um reforma na casa,investment
19863,142762,quitar dívidas,debt
19864,142761,nada a declarar,debt
19866,142757,mercado fraco acumulando dividas,debt
19872,142750,investimento,investment
19876,142746,despesas pessoais,debt
19877,142744,construção,investment
19879,142742,investir na minha empresa,investment
19880,142740,me reorganizar financeiramente,investment
19881,142739,acabei de financiar uma casa e preciso de dinheiro para comprar materiais e moveis,investment
19883,142737,enterar a compra de um caminhão,investment
19884,142736,liquidar dívida cartão,debt
19886,142733,nada a declarar,debt
19891,142728,estabilizar situação financeira,debt
19894,142724,cirurgia,debt
19902,142715,investir na minha empresa odontologica,investment
19905,142710,reforma,debt
19908,142707,situação emergencial,investment
19910,142704,constrtuir,debt
19912,142699,para acertar a situação financeira,debt
19913,142698,fundo de cx para o comercio,investment
19919,142690,investimento,investment
19921,142688,diminuir minhas dividas,debt
19923,142673,para fazer um investimento comercial,investment
19924,142672,pagar dividas,debt
19925,142671,aquisição veiculo,investment
19926,142670,comprar uma moto a vista,investment
19927,142669,quitar outras dividas de juros superiores,debt
19928,142668,mudança para casa propria,investment
19929,142667,investir na frota,investment
19932,142663,saldar dividas,debt
19933,142662,600000,investment
19935,142658,limpar meu nome,debt
19936,142657,pagar o ipva,debt
19937,142656,expandir negocio,investment
19941,142651,ampliaçao de imovel,investment
19943,142649,despesas váriadas,debt
19948,142644,médico recem formado para comprar uma cota num hospital aqui do df,debt
19951,142640,reforma,debt
19953,142637,pagamento de contas,investment
19954,142632,dividas,debt
19956,142630,para investir na empresa,investment
